brand,product,description
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 048 (medium golden with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 051 (medium with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Medium 054 (medium with neutral undertone) OUT OF STOCK
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 057 (medium-tan peach with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 060 (medium-tan golden with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 063 (medium-tan with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 066 (medium-tan with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 068 (tan peach with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 070 (tan peach with cool undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 072 (tan-deep with cool undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 074 (tan with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 076 (tan-deep with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Tan 078 (tan-deep with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 080 (deep peach with cool undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 082 (deep with cool undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 084 (deep with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 086 (deep peach with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 088 (deep golden with cool undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 090 (deep bronze with warm undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 092 (deep golden with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 094 (rich-deep bronze with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 096 (rich-deep golden with neutral undertone)
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Deep 098 (rich-deep with neutral undertone)
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,500 Suede W  selected
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,110 Ivoire C OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,140 Ivoire N OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,210 Buff N OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,230 Buff W OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,260 Bisque N OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,320 Bisque W OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,330 Bisque N OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,360 Bisque N OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,420 Bisque N OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,450 Suede N OUT OF STOCK
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,550 Suede C
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Cameo (very fair with cool undertones)  selected
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Shell (fair with cool undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Crème (fair with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Vanillé (fair to light with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Ivory (fair with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Ecru (light with cool undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Cashew (light with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Beige (light with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Bisque (light with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Linen (light with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Macadamia (light with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Butterscotch (light with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Dune (light-medium with cool undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Buff (light-medium with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Latte (light-medium with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Honey (light-medium with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Dusk (light-medium with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Golden (light-medium with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Praline (medium with cool undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Suntan (medium with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Maple (medium with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Tawny (medium with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Chai (medium with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Nutmeg (medium-deep with cool undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Pecan (medium-deep with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Hazelnut (medium-deep with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Amber (medium-deep with warm undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Truffle (deep with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Espresso (deep with neutral undertones)
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Ganache (deep with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Cameo (very fair with cool undertones)  selected
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Shell (fair with cool undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Crème (fair with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Vanillé (fair to light with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Ivory (fair with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Ecru (light with cool undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Cashew (light with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Beige (light with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Bisque (light with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Linen (light with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Macadamia (light with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Butterscotch (light with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Dune (medium with cool undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Buff (medium with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Latte (light-medium with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Honey (medium with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Dusk (medium with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Golden (medium with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Praline (medium with cool undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Suntan (tan with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Maple (tan with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Tawny (medium with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Chai (tan with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Nutmeg (medium deep with cool undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Pecan (medium deep with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Hazelnut (medium-deep with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Amber (medium-deep with warm undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Truffle (deep with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Espresso (deep with neutral undertones)
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,Ganache (deep with warm undertones)
NARS,Natural Radiant Longwear Foundation,Oslo (fair skin w/ pink undertones)  selected
NARS,Natural Radiant Longwear Foundation,Siberia (for fair skin w/ yellow undertones)
NARS,Natural Radiant Longwear Foundation,Mont Blanc (fair skin w/ neutral undertones)
NARS,Natural Radiant Longwear Foundation,Yukon (light skin w/ pink undertones)
NARS,Natural Radiant Longwear Foundation,Gobi (light skin w/ yellow undertones)
NARS,Natural Radiant Longwear Foundation,Salzburg (light skin w/ neutral undertones)
NARS,Natural Radiant Longwear Foundation,Deauville (light skin w/ golden undertones)
NARS,Natural Radiant Longwear Foundation,Vienna (light skin w/ peach undertones)
NARS,Natural Radiant Longwear Foundation,Fiji (light to medium skin w/ neutral undertones)
NARS,Natural Radiant Longwear Foundation,Punjab (medium skin w/ yellow undertones)
NARS,Natural Radiant Longwear Foundation,Patagonia (medium skin w/ subtle peach undertones)
NARS,Natural Radiant Longwear Foundation,Vallauris (medium skin w/ pink undertones)
NARS,Natural Radiant Longwear Foundation,Santa Fe (medium skin w/ neutral undertones)
NARS,Natural Radiant Longwear Foundation,Sahel (medium skin w/ peach undertones)
NARS,Natural Radiant Longwear Foundation,Stromboli (medium skin w/ olive undertones)
NARS,Natural Radiant Longwear Foundation,Vanuatu (medium to medium-deep skin w/ neutral undertones)
NARS,Natural Radiant Longwear Foundation,Barcelona (medium to medium-deep skin w/ subtle peach undertones)
NARS,Natural Radiant Longwear Foundation,Valencia (medium to medium-deep skin w/ rich peach undertones)
NARS,Natural Radiant Longwear Foundation,Aruba (medium to medium-deep skin w/ rich olive undertones)
NARS,Natural Radiant Longwear Foundation,Syracuse (medium to medium-deep skin w/ golden umdertones)
NARS,Natural Radiant Longwear Foundation,Tahoe (medium-deep skin w/ golden undertones)
NARS,Natural Radiant Longwear Foundation,Moorea (medium-deep skin w/ olive undertones)
NARS,Natural Radiant Longwear Foundation,Huahine (medium-deep skin w/ neutral undertones)
NARS,Natural Radiant Longwear Foundation,Cadiz (medium-deep skin w/ peach undertones)
NARS,Natural Radiant Longwear Foundation,Caracas (medium-deep to deep skin w/ peach undertones)
NARS,Natural Radiant Longwear Foundation,Belem (medium-deep to deep skin w/ red undertones)
NARS,Natural Radiant Longwear Foundation,Macao (medium-deep to deep skin w/ olive undertones)
NARS,Natural Radiant Longwear Foundation,Marquises (medium-deep to deep skin w/ golden undertones)
NARS,Natural Radiant Longwear Foundation,Manaus (deep skin w/ red undertones)
NARS,Natural Radiant Longwear Foundation,New Caledonia (deep skin wih yellow undertones)
NARS,Natural Radiant Longwear Foundation,Iguacu (deep skin w/ neutral undertones)
NARS,Natural Radiant Longwear Foundation,Namibia (deep to very deep skin w/ red undertones)
NARS,Natural Radiant Longwear Foundation,Zambie (deep to very deep skin w/ neutral undertones)
NARS,Natural Radiant Longwear Foundation,Mali (very deep skin w/ neutral undertones)
NARS,Sheer Glow Foundation,Caracas (medium-deep to deep skin w/ peach undertones)  selected
NARS,Sheer Glow Foundation,Siberia (fair skin w/ yellow undertones)
NARS,Sheer Glow Foundation,Oslo (fair skin w/ pink undertones)
NARS,Sheer Glow Foundation,Mont Blanc (fair skin w/ neutral undertones)
NARS,Sheer Glow Foundation,Yukon (light skin w/ pink undertones)
NARS,Sheer Glow Foundation,Gobi (light skin w/ yellow undertones)
NARS,Sheer Glow Foundation,Salzburg (light skin w/ neutral undertones)
NARS,Sheer Glow Foundation,Deauville (light skin w/ golden undertones)
NARS,Sheer Glow Foundation,Vienna (light skin w/ peach undertones)
NARS,Sheer Glow Foundation,Fiji (light to medium skin w/ neutral undertones)
NARS,Sheer Glow Foundation,Punjab (medium skin w/ yellow undertones)
NARS,Sheer Glow Foundation,Patagonia (medium skin w/ subtle peach undertones)
NARS,Sheer Glow Foundation,Vallauris (medium skin w/ pink undertones)
NARS,Sheer Glow Foundation,Santa Fe (medium skin w/ neutral undertones)
NARS,Sheer Glow Foundation,Sahel (medium skin w/ peach undertones)
NARS,Sheer Glow Foundation,Stromboli (medium skin w/ olive undertones)
NARS,Sheer Glow Foundation,Vanuatu (medium to medium-deep skin w/ neutral undertones)
NARS,Sheer Glow Foundation,Barcelona (medium to medium-deep skin w/ subtle peach undertones)
NARS,Sheer Glow Foundation,Valencia (medium to medium-deep skin w/ rich peach undertones)
NARS,Sheer Glow Foundation,Aruba (medium to medium-deep skin w/ rich olive undertones)
NARS,Sheer Glow Foundation,Syracuse (medium to medium-deep skin w/ golden undertones)
NARS,Sheer Glow Foundation,Tahoe (medium-deep skin w/ golden undertones)
NARS,Sheer Glow Foundation,Moorea (medium-deep skin w/ olive undertones)
NARS,Sheer Glow Foundation,Huahine (medium-deep skin w/ neutral undertones)
NARS,Sheer Glow Foundation,Cadiz (medium-deep skin w/ peach undertones)
NARS,Sheer Glow Foundation,Belem (medium-deep to deep skin w/ red undertones)
NARS,Sheer Glow Foundation,Macao (medium-deep to deep skin w/ olive undertones)
NARS,Sheer Glow Foundation,Marquises (medium-deep to deep skin w/ golden undertones)
NARS,Sheer Glow Foundation,Manaus (deep skin w/ red undertones)
NARS,Sheer Glow Foundation,New Caledonia (deep skin w/ yellow undertones)
NARS,Sheer Glow Foundation,Iguacu (deep skin w/ neutral undertones)
NARS,Sheer Glow Foundation,Namibia (deep to very deep skin w/ red undertones)
NARS,Sheer Glow Foundation,Zambie (deep to very deep skin w/ neutral undertones - online only)
NARS,Sheer Glow Foundation,Mali (very deep skin w/ neutral undertones)
NUDESTIX,Tinted Cover Foundation,Nude 1 (fair neutral)  selected
NUDESTIX,Tinted Cover Foundation,Nude 1.5 (fair neutral cool)
NUDESTIX,Tinted Cover Foundation,Nude 2 (light neutral cool)
NUDESTIX,Tinted Cover Foundation,Nude 2.5 (light neutral warm)
NUDESTIX,Tinted Cover Foundation,Nude 3 (light neutral)
NUDESTIX,Tinted Cover Foundation,Nude 3.5 (medium neutral cool)
NUDESTIX,Tinted Cover Foundation,Nude 4 (medium neutral)
NUDESTIX,Tinted Cover Foundation,Nude 5 (medium neutral)
NUDESTIX,Tinted Cover Foundation,Nude 6 (medium neutral warm)
NUDESTIX,Tinted Cover Foundation,Nude 7 (medium/deep neutral cool)
NUDESTIX,Tinted Cover Foundation,Nude 7.5 (medium/deep neutral warm)
NUDESTIX,Tinted Cover Foundation,Nude 8 (deep neutral warm)
NUDESTIX,Tinted Cover Foundation,Nude 9 (deep neutral)
NUDESTIX,Tinted Cover Foundation,Nude 10 (deep neutral cool)
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,Nude  selected
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,Porcelain
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,Ivory
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,Buff
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,Beige
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,Golden
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,Tan
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,Rich
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,2.18 (light medium w/ neutral undertone)  selected
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,0.1 (very fair w/ neutral undertone)
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,0.2 (very fair w/ warm peach undertone)
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,0.3 (fair w/ neutral undertone)
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,0.5 (fair w/ cool undertone)
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,1.0 (fair w/ cool peach undertone)
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,1.05 (fair w/ warm olive undertone)
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,1.1 (fair light w/ neutral undertone)
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,1.15 (fair light w/ warm peach undertone)
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,1.2 (fair light w/ warm undertone)
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,2.0 (light w/ warm undertone)
